9;C1.0.0.0;A10.0.0.0;B6.0.0.0;C7.0.1.1;I8.0.0.0;C8.0.0.0;D1.0.1.0;E2.0.0.0;A3.0.1.1;A3.0.1.1;D9.0.1.1;B3.0.1.1;D2.0.0.0;D1.0.0.0;G6.0.0.0;E1.0.0.0;C3.0.0.0;C2.0.1.0;F2.0.0.0;D2.0.1.0;C3.0.0.0;B5.0.1.0;I2.0.1.0;F6.0.1.0;G6.0.1.0;C3.0.0.0;E3.0.0.0;F6.0.1.0;F6.0.1.0;G5.0.0.0;E5.0.0.0;B5.0.0.0;F6.0.1.0;F6.0.0.0;D4.0.1.0;F1.0.0.0;E4.0.1.0;E9.0.0.0;D4.0.0.0;D4.0.0.0;G6.0.1.0;G6.0.1.0;D7.0.1.0;C5.0.0.0;D6.0.0.0;G6.0.1.1;A8.0.1.0;A8.0.1.0;C7.0.1.0;C7.0.1.0;F7.0.0.0;F5.0.1.0
10;A8.0.0.0;E10.0.0.0;B8.0.0.0;J5.0.0.0;H10.0.0.0;C3.0.0.0;C1.0.1.0;D1.0.1.0;G7.0.1.0;G7.0.1.0;A10.0.0.0;H1.0.0.0;D4.0.0.0;F1.0.0.0;C2.0.1.0;C2.0.1.0;B4.0.1.0;B2.0.1.0;E3.0.0.0;E2.0.1.1;F6.0.1.0;A5.0.0.0;I1.0.0.0;F7.0.1.0;G7.0.0.0;E3.0.0.0;F6.0.1.0;F7.0.0.0;G6.0.0.0;G7.0.0.0;F4.0.1.0;F6.0.0.0;G6.0.1.0;G5.0.1.0;F1.0.1.0;G1.0.0.0;E5.0.0.0;E7.0.0.0;G6.0.0.0;G6.0.0.0;G5.0.1.0;G5.0.0.0;D6.0.1.0;D4.0.1.0;C7.0.1.0;D5.0.0.0;B8.0.1.1;B8.0.1.1;C6.0.0.0;C6.0.0.0;F5.0.1.0;F4.0.1.0
11;A10.0.0.0;C7.0.1.0;A9.0.0.0;D7.0.0.0;A9.0.0.0;H5.0.0.0;C2.0.0.0;C1.0.1.0;G6.0.1.0;G6.0.1.0;E4.0.0.0;D2.0.0.0;C3.0.0.0;G7.0.0.0;B2.0.1.0;B2.0.1.0;B3.0.0.0;A2.0.1.0;A2.0.1.1;F6.0.0.0;G6.0.0.0;B6.0.1.1;I3.0.0.0;G7.0.0.0;G5.0.1.0;F7.0.0.0;F7.0.0.0;G6.0.1.0;F7.0.1.0;H6.0.1.1;E4.0.0.0;G5.0.1.0;G5.0.0.0;G6.0.1.0;E1.0.1.0;D3.0.0.0;F4.0.0.0;G6.0.1.0;D6.0.0.0;D6.0.0.0;F5.0.1.0;G7.0.0.0;D5.0.1.1;C4.0.1.0;C6.0.1.0;A8.0.1.0;G5.0.0.0;G5.0.1.0;B7.0.1.1;B7.0.1.1;D5.0.1.1;E4.0.1.0
12;B9.0.1.0;C6.0.0.0;B10.0.0.0;D2.0.1.0;B10.0.1.0;I4.0.0.0;B1.0.1.0;C2.0.0.0;G5.0.1.0;G5.0.1.0;A1.0.0.0;D9.0.0.0;E3.0.1.0;E1.0.0.0;B3.0.0.0;B3.0.0.0;A4.0.0.0;A3.0.0.0;F6.0.1.0;G7.0.0.0;E6.0.0.0;D2.0.0.0;J2.0.1.0;F8.0.0.0;F5.0.1.0;B2.0.0.0;G6.0.1.0;G5.0.1.0;G7.0.0.0;C2.0.0.0;F3.0.1.1;G6.0.0.0;G7.0.0.0;G7.0.0.0;G1.0.1.1;E5.0.1.0;E3.0.0.0;G5.0.1.0;G5.0.1.0;G5.0.1.0;E5.0.0.0;H6.0.0.0;F6.0.0.0;B4.0.1.0;C5.0.1.0;B8.0.1.1;D5.0.0.0;F5.0.1.0;A8.0.1.0;A8.0.1.0;C5.0.1.0;D4.0.1.0
13;B7.0.1.0;C8.0.0.0;D9.0.0.0;E2.0.0.0;B9.0.0.0;H3.0.0.0;B2.0.0.0;B1.0.1.0;G4.0.1.0;F5.0.0.0;J9.0.0.0;B2.0.0.0;F3.0.1.0;G8.0.0.0;A2.0.1.0;A2.0.1.0;B5.0.1.0;A1.0.0.0;F7.0.0.0;F7.0.0.0;F5.0.0.0;E2.0.0.0;J1.0.0.0;E7.0.1.0;E5.0.0.0;F6.0.1.0;G5.0.1.0;F5.0.1.0;F8.0.1.0;B2.0.0.0;C2.0.0.0;F5.0.1.0;H6.0.0.0;H6.0.0.0;E5.0.1.1;D5.0.0.0;D6.0.0.0;F5.0.0.0;F5.0.1.0;F5.0.1.0;F4.0.1.0;D4.0.1.0;A8.0.1.0;B3.0.0.0;D5.0.0.0;G5.0.1.0;C5.0.0.0;F4.0.0.0;B8.0.1.1;B8.0.1.1;B5.0.0.0;D5.0.1.0
14;B8.0.1.0;D7.0.1.0;C9.0.0.0;C2.0.1.0;C10.0.1.0;J3.0.0.0;A1.0.1.1;B2.0.0.0;F4.0.0.0;G4.0.1.0;I10.0.1.0;C2.0.0.0;F4.0.0.0;H1.0.0.0;A1.0.0.0;A1.0.0.0;A5.0.1.1;D2.0.1.0;G6.0.0.0;D9.0.1.0;F7.0.1.0;F6.0.0.0;H2.0.1.1;D7.0.1.0;F4.0.0.0;G6.0.1.0;F5.0.1.0;E5.0.0.0;E8.0.1.0;D6.0.0.0;C8.0.1.0;E5.0.0.0;D6.0.1.1;D6.0.1.1;D5.0.1.0;F5.0.0.0;C8.0.1.0;H5.0.0.0;E5.0.0.0;E5.0.0.0;E4.0.0.0;C4.0.1.0;B8.0.1.1;A4.0.0.0;C4.0.1.0;F5.0.1.0;D4.0.0.0;E5.0.0.0;G5.0.0.0;G6.0.0.0;G5.1.0.0;C5.0.0.0
15;B10.0.1.0;D8.0.0.0;D10.0.0.0;B2.0.1.0;D10.0.1.0;J5.0.1.0;E7.0.0.0;A1.0.1.1;G3.0.1.1;F4.0.0.0;I9.0.0.0;A2.0.0.0;G3.0.1.0;D9.0.1.0;H1.0.0.0;H1.0.0.0;D2.0.1.0;E2.0.1.1;F5.0.0.0;E9.0.0.0;F8.0.1.1;D5.0.1.0;F5.0.0.0;C7.0.1.1;A2.0.0.0;G7.0.0.0;E5.0.0.0;F4.0.0.0;D8.0.1.0;F7.0.0.0;D8.0.1.0;F4.0.0.0;C8.0.1.0;C8.0.1.0;C3.0.1.0;E4.0.1.0;D8.0.1.0;G4.0.1.1;F4.0.0.0;F4.0.0.0;F3.0.0.0;C5.0.1.0;C5.0.1.0;B5.0.0.0;D4.0.0.0;F4.0.0.0;C4.0.0.0;D5.0.0.0;G6.0.0.0;G5.0.0.0;H5.0.0.0;D6.0.1.0
16;B6.0.1.1;E7.0.1.0;E9.0.0.0;B1.0.1.0;E10.0.1.0;J6.0.1.0;I2.0.0.0;C4.0.0.0;B7.0.0.0;G3.0.1.1;H10.0.1.0;G5.0.0.0;H3.0.1.1;E9.0.1.1;D2.0.1.0;D2.0.1.0;E2.0.1.1;D9.0.1.0;E6.0.1.1;D8.0.0.0;F9.0.0.0;E5.0.0.0;F3.0.0.0;B4.0.0.0;D2.0.0.0;G5.0.1.0;F4.0.0.0;C2.0.0.0;D9.0.0.0;D2.0.1.0;E8.0.1.0;C2.0.0.0;D8.0.1.0;D8.0.1.0;C2.0.1.0;E6.0.1.0;E8.0.1.0;C5.0.1.0;A8.0.1.0;A8.0.1.0;G4.0.1.1;C6.0.1.1;C4.0.1.0;A8.0.1.0;B4.0.0.0;E5.0.0.0;D6.0.0.0;C5.0.0.0;F6.0.0.0;F6.0.0.0;G6.0.1.0;C6.0.0.0
17;B5.0.0.0;F7.0.0.0;G10.0.0.0;A1.0.1.0;F10.0.0.0;J7.0.0.0;A2.0.0.0;E7.0.0.0;B1.0.0.0;B7.0.0.0;J10.0.1.0;A1.0.0.0;I3.0.1.0;G6.0.0.0;E2.0.1.1;E2.0.1.1;D9.0.0.0;E9.0.0.0;G7.0.0.0;D10.0.0.0;H5.0.0.0;D4.0.1.0;F1.0.0.0;E2.0.0.0;D9.0.0.0;F5.0.1.0;C2.0.1.0;B2.0.0.0;C8.0.1.0;E2.0.1.0;F8.0.0.0;C8.0.1.0;E8.0.1.0;E8.0.1.0;D6.0.1.0;E7.0.1.1;F8.0.0.0;C4.0.1.0;B8.0.1.1;B8.0.1.1;D4.0.0.0;A8.0.1.0;D4.0.0.0;B8.0.1.1;C3.0.1.1;C5.0.0.0;G10.0.1.0;D4.0.0.0;D5.0.0.0;D5.0.0.0;E6.0.1.1;D7.0.1.1
18;B3.0.0.0;E6.0.0.0;F10.0.0.0;A2.0.1.1;A10.0.1.1;J4.0.1.1;G7.0.1.0;A4.0.0.0;A1.0.0.0;B1.0.0.0;G10.0.1.1;E9.0.0.0;J3.0.0.0;A2.0.0.0;H3.0.0.0;H3.0.0.0;G6.0.0.0;D10.0.0.0;D9.0.0.0;C9.0.1.0;H7.0.0.0;E4.0.0.0;F9.0.0.0;D9.0.1.0;B4.0.0.0;E5.0.0.0;B2.0.0.0;A2.0.0.0;C7.0.1.0;E1.0.0.0;E9.0.0.0;D8.0.1.0;F8.0.0.0;F8.0.0.0;D7.0.1.0;E8.0.0.0;E9.0.0.0;B4.0.0.0;C5.0.1.0;C5.0.1.0;A8.0.1.0;B8.0.1.1;B4.0.0.0;G6.0.1.0;A8.0.1.0;D4.0.0.0;H10.0.1.0;C4.0.0.0;C5.0.0.0;C5.0.0.0;H6.0.0.0;G10.0.0.0
19;B1.0.0.0;E8.0.0.0;G9.0.0.0;G1.0.0.0;A7.0.0.0;I8.0.1.0;H7.0.0.0;A2.0.0.0;A8.0.0.0;A1.0.0.0;G9.0.0.0;B1.0.0.0;D7.0.0.0;H3.0.0.0;F3.0.0.0;F3.0.0.0;F6.0.1.0;D8.0.1.1;F8.0.0.0;C10.0.0.0;H9.0.0.0;D3.0.1.0;F7.0.1.0;E9.0.1.0;E2.0.0.0;F4.0.0.0;C1.0.1.1;D2.0.0.0;B7.0.1.0;E3.0.0.0;E7.0.0.0;E8.0.1.0;E9.0.0.0;E9.0.0.0;D3.0.1.1;A7.0.1.0;E7.0.0.0;C3.0.1.0;C4.0.1.0;C4.0.1.0;B8.0.1.1;D6.0.0.0;C3.0.1.0;G5.0.1.0;B8.0.1.1;C4.0.0.0;I10.0.1.0;D6.0.0.0;D4.0.0.0;D4.0.0.0;G4.0.0.0;I10.0.0.0
20;C2.0.0.0;G10.0.0.0;F8.0.0.0;G9.0.0.0;J1.0.1.0;I9.0.0.0;G6.0.1.0;G7.0.1.0;H2.0.0.0;H2.0.0.0;G7.0.0.0;E2.0.0.0;D9.0.1.0;E2.0.0.0;B7.0.0.0;B7.0.0.0;F7.0.1.0;G6.0.0.0;G5.0.0.0;B9.0.1.0;G8.0.0.0;C3.0.0.0;G7.0.1.0;E10.0.0.0;D4.0.1.0;A2.0.0.0;A2.0.0.0;D9.0.0.0;B8.0.1.0;F2.0.1.1;F7.0.0.0;F8.0.0.0;E7.0.0.0;E7.0.0.0;C4.0.1.1;C3.0.1.0;C5.0.0.0;C2.0.1.0;B4.0.0.0;B4.0.0.0;C5.0.1.0;F5.0.0.0;C2.0.0.0;F5.0.0.0;G5.0.1.0;D6.0.0.0;J10.0.0.0;G10.0.1.0;G10.0.1.0;C4.0.0.0;E4.0.0.0;C4.0.0.0
21;C4.0.0.0;A5.0.1.0;H10.0.0.0;F1.0.1.0;J2.0.0.0;H8.0.1.0;F6.0.0.0;H7.0.0.0;C1.0.0.0;A8.0.0.0;G5.0.0.0;D1.0.0.0;D10.0.0.0;B7.0.1.0;G5.0.0.0;G5.0.1.0;F8.0.1.1;F6.0.1.0;C3.0.0.0;B10.0.0.0;E9.0.0.0;E3.0.0.0;E7.0.1.0;F9.0.0.0;E4.0.0.0;D9.0.0.0;D9.0.0.0;G7.0.0.0;A8.0.1.1;A2.0.0.0;B2.0.0.0;E9.0.0.0;C5.0.0.0;C5.0.1.0;C7.0.1.1;B7.0.1.1;A8.0.1.0;B2.0.1.0;C3.0.1.0;C3.0.1.0;C4.0.1.0;G10.0.1.0;D3.0.0.0;H5.0.0.0;G6.0.0.0;G10.0.1.0;I9.0.0.0;H10.0.1.0;H10.0.1.0;G10.0.1.0;C4.0.1.0;H10.0.0.0
22;C6.0.0.0;A6.0.1.0;J10.0.0.0;E1.0.1.0;I1.0.1.0;G8.0.1.0;H6.0.0.0;G6.0.1.0;H1.0.1.0;C1.0.0.0;G3.0.0.0;F4.0.0.0;E9.0.1.1;C7.0.1.0;I2.0.0.0;F5.0.1.0;H7.0.0.0;F7.0.1.0;F1.0.0.0;B8.0.0.0;E1.0.0.0;D9.0.0.0;D7.0.1.0;E8.0.1.0;D3.0.1.0;B4.0.0.0;G7.0.0.0;E2.0.0.0;C5.0.0.0;B4.0.0.0;D2.0.0.0;E7.0.0.0;F5.0.0.0;C6.0.1.1;F7.0.1.0;F7.0.0.0;B8.0.1.1;A2.0.0.0;C2.0.0.0;C2.0.0.0;B4.0.0.0;H10.0.1.0;B3.0.0.0;G4.0.1.1;F5.0.1.0;H10.0.1.0;F5.0.0.0;I10.0.1.0;I10.0.1.0;H10.0.1.0;C3.0.1.0;F10.0.0.0
23;C7.0.0.0;A7.0.0.0;I9.0.0.0;D1.0.1.0;H1.0.1.1;F8.0.0.0;G5.0.1.0;F6.0.0.0;I1.0.0.0;H1.0.1.0;G1.0.0.0;B7.0.1.0;C9.0.0.0;D7.0.1.0;H2.0.0.0;F4.0.0.0;G8.0.0.0;F8.0.1.1;G8.0.0.0;A9.0.1.1;F2.0.0.0;H7.0.0.0;C7.0.1.0;D8.0.1.0;C3.0.0.0;E2.0.0.0;B4.0.0.0;H7.0.0.0;G5.0.0.0;D9.0.0.0;A2.0.0.0;D6.0.1.1;C2.0.0.0;F5.0.0.0;G7.0.1.0;H7.0.1.0;G10.0.1.0;B3.0.0.0;D3.0.0.0;D3.0.0.0;C3.0.1.0;I10.0.1.0;G5.0.1.0;D6.0.1.1;F6.0.0.0;I10.0.1.0;I2.0.0.0;J10.0.0.0;J10.0.0.0;I10.0.1.0;C2.0.0.0;I2.0.0.0
24;C9.0.0.0;B6.0.0.0;H8.0.0.0;C1.0.1.1;G1.0.0.0;J8.0.1.1;G4.0.0.0;H6.0.0.0;G1.0.1.1;I1.0.0.0;H8.0.0.0;A7.0.1.0;F9.0.0.0;E7.0.1.0;C7.0.0.0;F6.0.1.0;E9.0.0.0;H7.0.0.0;H7.0.1.0;F8.0.0.0;G1.0.0.0;G7.0.1.0;B7.0.1.1;C8.0.1.0;E3.0.0.0;H7.0.0.0;E2.0.0.0;E4.0.1.1;C2.0.0.0;F5.0.1.0;B4.0.0.0;F7.0.0.0;A8.0.1.0;C2.0.0.0;H7.0.1.0;H9.0.1.0;H10.0.1.0;B1.0.0.0;B3.0.0.0;B3.0.0.0;C2.0.0.0;J10.0.0.0;G6.0.1.0;G10.0.1.0;F4.0.0.0;J10.0.0.0;C3.0.0.0;I9.0.0.0;I9.0.0.0;J10.0.0.0;C6.0.1.1;H3.0.1.0
25;D10.0.0.0;D2.0.1.0;J7.0.0.0;H10.0.1.0;H2.0.0.0;J10.0.0.0;F5.0.0.0;G5.0.1.0;G8.0.1.1;G1.0.1.1;H6.0.0.0;A8.0.0.0;D8.0.0.0;E6.0.0.0;H7.0.1.0;F7.0.1.0;F1.0.1.0;G8.0.0.0;I7.0.1.0;G5.0.0.0;H2.0.0.0;F7.0.1.0;A7.0.0.0;C9.0.1.0;H7.0.0.0;I7.0.0.0;H7.0.0.0;D6.0.1.1;B2.0.0.0;E5.0.1.1;A8.0.1.0;B2.0.0.0;B8.0.1.1;A8.0.1.0;I7.0.1.1;H8.0.1.1;I10.0.1.0;A8.0.1.0;G10.0.0.0;G10.0.0.0;D3.0.0.0;I9.0.0.0;G7.0.0.0;H10.0.1.0;E5.0.0.0;I9.0.0.0;C2.0.0.0;I2.0.0.0;C4.0.0.0;I9.0.0.0;C7.0.0.0;G3.0.1.0
26;E10.0.0.0;D1.0.0.0;J8.0.0.0;I10.0.0.0;G3.0.0.0;H10.0.0.0;H5.0.0.0;G4.0.0.0;B4.0.0.0;A7.0.0.0;G4.0.0.0;A6.0.0.0;F1.0.0.0;F7.0.1.1;I7.0.1.0;F8.0.1.1;E1.0.1.0;E1.0.0.0;J7.0.1.1;F1.0.0.0;D2.0.0.0;F8.0.0.0;H7.0.1.0;B9.0.1.1;I7.0.0.0;E1.0.0.0;D6.0.1.1;C3.0.0.0;D6.0.1.1;C8.0.1.0;B8.0.1.1;D2.0.0.0;G10.0.1.0;B8.0.1.1;J4.0.1.1;;J10.0.0.0;B8.0.1.1;I5.0.0.0;I5.0.0.0;B3.0.0.0;C2.0.0.0;H6.0.0.0;I10.0.1.0;G10.0.0.0;C2.0.0.0;B4.0.0.0;C3.0.0.0;F5.0.0.0;F5.0.0.0;D8.0.1.0;G4.0.1.1
27;I4.0.0.0;E2.0.1.0;I7.0.1.0;G10.0.1.1;H9.0.0.0;B9.0.1.0;A4.0.0.0;F5.0.0.0;H3.0.0.0;C7.0.0.0;H4.0.0.0;C1.0.0.0;H1.0.0.0;G5.0.0.0;I8.0.0.0;H2.0.0.0;D1.0.1.0;F1.0.0.0;A3.0.0.0;E1.0.0.0;C1.0.0.0;E7.0.1.1;I7.0.1.1;D4.0.0.0;E1.0.0.0;F1.0.0.0;I7.0.0.0;I7.0.0.0;A2.0.0.0;D8.0.1.0;E2.0.0.0;A2.0.0.0;H10.0.1.0;G10.0.1.0;;;I9.0.0.0;G10.0.0.0;I10.0.0.0;I10.0.0.0;D6.0.0.0;D2.0.0.0;F5.0.0.0;J10.0.0.0;I10.0.0.0;B4.0.0.0;E4.0.0.0;C2.0.0.0;F10.0.1.1;F10.0.1.1;D9.0.1.0;B9.0.1.0
28;I5.0.0.0;E3.0.0.0;I6.0.0.0;E7.0.0.0;E6.0.1.0;C9.0.0.0;J8.0.0.0;H5.0.0.0;C7.0.0.0;B2.0.1.0;H2.0.1.0;G4.0.0.0;F5.0.1.0;H2.0.1.0;I6.0.0.0;C7.0.0.0;C1.0.1.1;H1.0.0.0;C1.0.1.0;G6.0.0.0;B2.0.0.0;G5.0.1.0;J7.0.0.0;G5.0.1.0;D1.0.0.0;D1.0.0.0;E1.0.0.0;E1.0.0.0;B4.0.0.0;E8.0.1.0;G7.0.0.0;A8.0.1.0;I10.0.1.0;H10.0.1.0;;;C2.0.0.0;I10.0.0.0;I6.0.0.0;I6.0.0.0;G10.0.0.0;J4.0.0.0;G10.0.0.0;I9.0.0.0;H10.0.0.0;E4.0.0.0;I1.0.0.0;B4.0.0.0;J4.0.0.0;I2.0.0.0;D7.0.0.0;C9.0.1.1
29;J6.0.1.1;E1.0.0.0;I8.0.0.0;J6.0.0.0;E5.0.1.0;B8.0.1.0;J9.0.0.0;I1.0.0.0;A7.0.0.0;A2.0.1.1;I2.0.1.0;G1.0.0.0;F7.0.1.0;I2.0.1.0;J7.0.1.1;I2.0.0.0;H1.0.0.0;G5.0.1.0;D1.0.1.1;C3.0.0.0;B4.0.1.0;G6.0.1.1;H6.0.0.0;G6.0.1.0;F1.0.0.0;F8.0.0.0;D1.0.0.0;D3.0.0.0;F5.0.1.1;F8.0.0.0;D9.0.0.0;B8.0.1.1;J10.0.0.0;I10.0.1.0;;;F5.0.0.0;F7.0.0.0;I4.0.0.0;I4.0.0.0;D2.0.0.0;J5.0.0.0;I10.0.0.0;C2.0.0.0;C2.0.0.0;I2.0.1.0;C6.0.0.0;E4.0.0.0;I2.0.1.0;J4.0.0.0;D10.0.0.0;J4.0.0.0
